[2025-05-17 15:44:13,890] [DQN_train] [INFO] iteration:     1/  500 | mean reward: 19.04 | max reward: 46.00 | loss: 0.03583306
[2025-05-17 15:44:17,495] [DQN_train] [INFO] iteration:     2/  500 | mean reward: 22.74 | max reward: 56.00 | loss: 0.10265566
[2025-05-17 15:44:21,273] [DQN_train] [INFO] iteration:     3/  500 | mean reward: 23.22 | max reward: 79.00 | loss: 0.15903890
[2025-05-17 15:44:25,775] [DQN_train] [INFO] iteration:     4/  500 | mean reward: 27.44 | max reward: 79.00 | loss: 0.13465755
[2025-05-17 15:44:30,139] [DQN_train] [INFO] iteration:     5/  500 | mean reward: 24.48 | max reward: 73.00 | loss: 0.24662687
[2025-05-17 15:44:34,221] [DQN_train] [INFO] iteration:     6/  500 | mean reward: 24.66 | max reward: 66.00 | loss: 0.20140916
[2025-05-17 15:44:38,763] [DQN_train] [INFO] iteration:     7/  500 | mean reward: 27.24 | max reward: 73.00 | loss: 0.24217042
[2025-05-17 15:44:42,695] [DQN_train] [INFO] iteration:     8/  500 | mean reward: 23.02 | max reward: 62.00 | loss: 0.24019819
[2025-05-17 15:44:47,117] [DQN_train] [INFO] iteration:     9/  500 | mean reward: 22.52 | max reward: 66.00 | loss: 0.49586728
[2025-05-17 15:44:52,011] [DQN_train] [INFO] iteration:    10/  500 | mean reward: 27.02 | max reward: 65.00 | loss: 0.44814804
[2025-05-17 15:44:56,434] [DQN_train] [INFO] iteration:    11/  500 | mean reward: 26.46 | max reward: 68.00 | loss: 0.44097495
[2025-05-17 15:45:01,474] [DQN_train] [INFO] iteration:    12/  500 | mean reward: 30.44 | max reward: 110.00 | loss: 0.51458657
[2025-05-17 15:45:06,372] [DQN_train] [INFO] iteration:    13/  500 | mean reward: 29.06 | max reward: 103.00 | loss: 0.63121849
[2025-05-17 15:45:11,342] [DQN_train] [INFO] iteration:    14/  500 | mean reward: 27.90 | max reward: 58.00 | loss: 0.52465951
[2025-05-17 15:45:19,295] [DQN_train] [INFO] iteration:    15/  500 | mean reward: 33.04 | max reward: 103.00 | loss: 0.46660495
[2025-05-17 15:45:26,569] [DQN_train] [INFO] iteration:    16/  500 | mean reward: 31.40 | max reward: 140.00 | loss: 0.34038249
[2025-05-17 15:45:33,414] [DQN_train] [INFO] iteration:    17/  500 | mean reward: 32.12 | max reward: 103.00 | loss: 0.72940236
[2025-05-17 15:45:41,280] [DQN_train] [INFO] iteration:    18/  500 | mean reward: 34.54 | max reward: 101.00 | loss: 0.80508751
[2025-05-17 15:45:49,280] [DQN_train] [INFO] iteration:    19/  500 | mean reward: 32.90 | max reward: 117.00 | loss: 0.80816251
[2025-05-17 15:45:58,721] [DQN_train] [INFO] iteration:    20/  500 | mean reward: 34.36 | max reward: 214.00 | loss: 1.11451244
[2025-05-17 15:46:09,598] [DQN_train] [INFO] iteration:    21/  500 | mean reward: 44.56 | max reward: 151.00 | loss: 0.74771774
[2025-05-17 15:46:19,013] [DQN_train] [INFO] iteration:    22/  500 | mean reward: 40.18 | max reward: 129.00 | loss: 0.64459944
[2025-05-17 15:46:28,256] [DQN_train] [INFO] iteration:    23/  500 | mean reward: 40.14 | max reward: 143.00 | loss: 0.88099307
[2025-05-17 15:46:36,393] [DQN_train] [INFO] iteration:    24/  500 | mean reward: 36.66 | max reward: 103.00 | loss: 1.22111011
[2025-05-17 15:46:44,752] [DQN_train] [INFO] iteration:    25/  500 | mean reward: 37.34 | max reward: 101.00 | loss: 0.59252715
[2025-05-17 15:46:55,198] [DQN_train] [INFO] iteration:    26/  500 | mean reward: 41.48 | max reward: 186.00 | loss: 0.90466768
[2025-05-17 15:47:06,501] [DQN_train] [INFO] iteration:    27/  500 | mean reward: 47.98 | max reward: 134.00 | loss: 0.90072614
[2025-05-17 15:47:17,519] [DQN_train] [INFO] iteration:    28/  500 | mean reward: 46.00 | max reward: 156.00 | loss: 0.94382358
[2025-05-17 15:47:29,638] [DQN_train] [INFO] iteration:    29/  500 | mean reward: 51.40 | max reward: 275.00 | loss: 1.27131355
[2025-05-17 15:47:43,570] [DQN_train] [INFO] iteration:    30/  500 | mean reward: 58.38 | max reward: 161.00 | loss: 0.41597444
[2025-05-17 15:47:57,519] [DQN_train] [INFO] iteration:    31/  500 | mean reward: 59.14 | max reward: 198.00 | loss: 0.80686677
[2025-05-17 15:48:10,349] [DQN_train] [INFO] iteration:    32/  500 | mean reward: 56.32 | max reward: 186.00 | loss: 0.81818497
[2025-05-17 15:48:21,899] [DQN_train] [INFO] iteration:    33/  500 | mean reward: 51.42 | max reward: 229.00 | loss: 0.87339139
[2025-05-17 15:48:33,300] [DQN_train] [INFO] iteration:    34/  500 | mean reward: 50.24 | max reward: 152.00 | loss: 0.81006795
[2025-05-17 15:48:48,568] [DQN_train] [INFO] iteration:    35/  500 | mean reward: 64.60 | max reward: 197.00 | loss: 0.92635655
[2025-05-17 15:49:04,115] [DQN_train] [INFO] iteration:    36/  500 | mean reward: 66.16 | max reward: 176.00 | loss: 0.80183899
[2025-05-17 15:49:22,167] [DQN_train] [INFO] iteration:    37/  500 | mean reward: 77.16 | max reward: 217.00 | loss: 1.23955417
[2025-05-17 15:49:40,279] [DQN_train] [INFO] iteration:    38/  500 | mean reward: 77.76 | max reward: 199.00 | loss: 0.65481853
[2025-05-17 15:49:59,377] [DQN_train] [INFO] iteration:    39/  500 | mean reward: 81.62 | max reward: 262.00 | loss: 0.74614012
[2025-05-17 15:50:24,932] [DQN_train] [INFO] iteration:    40/  500 | mean reward: 108.44 | max reward: 354.00 | loss: 0.26093915
[2025-05-17 15:50:45,449] [DQN_train] [INFO] iteration:    41/  500 | mean reward: 87.72 | max reward: 320.00 | loss: 0.76349688
[2025-05-17 15:51:02,496] [DQN_train] [INFO] iteration:    42/  500 | mean reward: 89.62 | max reward: 231.00 | loss: 0.62970501
[2025-05-17 15:51:20,231] [DQN_train] [INFO] iteration:    43/  500 | mean reward: 100.14 | max reward: 321.00 | loss: 0.59128839
[2025-05-17 15:51:37,446] [DQN_train] [INFO] iteration:    44/  500 | mean reward: 97.98 | max reward: 254.00 | loss: 0.89303714
[2025-05-17 15:51:59,545] [DQN_train] [INFO] iteration:    45/  500 | mean reward: 124.10 | max reward: 359.00 | loss: 0.35958159
[2025-05-17 15:52:17,874] [DQN_train] [INFO] iteration:    46/  500 | mean reward: 105.14 | max reward: 341.00 | loss: 0.50206482
[2025-05-17 15:52:39,304] [DQN_train] [INFO] iteration:    47/  500 | mean reward: 122.76 | max reward: 432.00 | loss: 1.25291705
[2025-05-17 15:53:01,071] [DQN_train] [INFO] iteration:    48/  500 | mean reward: 124.96 | max reward: 387.00 | loss: 0.46731076
[2025-05-17 15:53:28,233] [DQN_train] [INFO] iteration:    49/  500 | mean reward: 153.46 | max reward: 450.00 | loss: 0.85816342
[2025-05-17 15:53:52,835] [DQN_train] [INFO] iteration:    50/  500 | mean reward: 138.66 | max reward: 338.00 | loss: 0.59292740
[2025-05-17 15:54:24,533] [DQN_train] [INFO] iteration:    51/  500 | mean reward: 178.64 | max reward: 432.00 | loss: 0.79049259
