[2025-05-18 10:11:44,105] [DQN_train] [INFO] iteration:     1/  500 | mean reward: 24.76 | max reward: 61.00 | loss: 0.00097121
[2025-05-18 10:11:47,225] [DQN_train] [INFO] iteration:     2/  500 | mean reward: 20.04 | max reward: 40.00 | loss: 0.01716315
[2025-05-18 10:11:50,829] [DQN_train] [INFO] iteration:     3/  500 | mean reward: 22.98 | max reward: 83.00 | loss: 0.05179661
[2025-05-18 10:11:54,554] [DQN_train] [INFO] iteration:     4/  500 | mean reward: 23.36 | max reward: 50.00 | loss: 0.06564448
[2025-05-18 10:11:58,974] [DQN_train] [INFO] iteration:     5/  500 | mean reward: 27.74 | max reward: 76.00 | loss: 0.09661727
[2025-05-18 10:12:02,790] [DQN_train] [INFO] iteration:     6/  500 | mean reward: 24.30 | max reward: 60.00 | loss: 0.08761628
[2025-05-18 10:12:06,400] [DQN_train] [INFO] iteration:     7/  500 | mean reward: 22.68 | max reward: 70.00 | loss: 0.13456641
[2025-05-18 10:12:10,885] [DQN_train] [INFO] iteration:     8/  500 | mean reward: 27.22 | max reward: 71.00 | loss: 0.10736547
[2025-05-18 10:12:15,209] [DQN_train] [INFO] iteration:     9/  500 | mean reward: 25.82 | max reward: 67.00 | loss: 0.16875359
[2025-05-18 10:12:19,955] [DQN_train] [INFO] iteration:    10/  500 | mean reward: 24.98 | max reward: 71.00 | loss: 0.16296807
[2025-05-18 10:12:24,726] [DQN_train] [INFO] iteration:    11/  500 | mean reward: 25.78 | max reward: 67.00 | loss: 0.17303054
[2025-05-18 10:12:28,527] [DQN_train] [INFO] iteration:    12/  500 | mean reward: 24.04 | max reward: 80.00 | loss: 0.16665699
[2025-05-18 10:12:33,592] [DQN_train] [INFO] iteration:    13/  500 | mean reward: 32.36 | max reward: 103.00 | loss: 0.16743937
[2025-05-18 10:12:38,623] [DQN_train] [INFO] iteration:    14/  500 | mean reward: 31.28 | max reward: 113.00 | loss: 0.14021131
[2025-05-18 10:12:43,904] [DQN_train] [INFO] iteration:    15/  500 | mean reward: 29.54 | max reward: 73.00 | loss: 0.21747416
[2025-05-18 10:12:49,507] [DQN_train] [INFO] iteration:    16/  500 | mean reward: 29.30 | max reward: 104.00 | loss: 0.31906614
[2025-05-18 10:12:54,969] [DQN_train] [INFO] iteration:    17/  500 | mean reward: 29.32 | max reward: 92.00 | loss: 0.28705829
[2025-05-18 10:13:00,617] [DQN_train] [INFO] iteration:    18/  500 | mean reward: 30.66 | max reward: 109.00 | loss: 0.39658868
[2025-05-18 10:13:06,157] [DQN_train] [INFO] iteration:    19/  500 | mean reward: 30.32 | max reward: 88.00 | loss: 0.31559852
[2025-05-18 10:13:10,723] [DQN_train] [INFO] iteration:    20/  500 | mean reward: 24.62 | max reward: 59.00 | loss: 0.16875927
[2025-05-18 10:13:15,804] [DQN_train] [INFO] iteration:    21/  500 | mean reward: 27.26 | max reward: 117.00 | loss: 0.34501055
[2025-05-18 10:13:20,972] [DQN_train] [INFO] iteration:    22/  500 | mean reward: 28.02 | max reward: 99.00 | loss: 0.35542029
[2025-05-18 10:13:26,857] [DQN_train] [INFO] iteration:    23/  500 | mean reward: 31.52 | max reward: 105.00 | loss: 0.43695799
[2025-05-18 10:13:31,000] [DQN_train] [INFO] iteration:    24/  500 | mean reward: 22.68 | max reward: 77.00 | loss: 0.40819502
[2025-05-18 10:13:35,654] [DQN_train] [INFO] iteration:    25/  500 | mean reward: 25.24 | max reward: 69.00 | loss: 0.44189644
